Well,API #,Stage,Crew,Start Date,Start Time,End Date,End Time,When  (Except Pumping),Party,Reason,Comments,TimeInMin,
Briscoe Catarina South 29 HC,42-127-38278,31,L2,2/29/20,4:21,2/29/20,6:00,,Operating,Pumping,FP20 V&S;,99,
Briscoe Catarina South 29 HC,42-127-38278,31,L3,2/29/20,6:00,2/29/20,6:17,,Operating,Pumping,"shift change; All prop placed, good stage",17,
Briscoe Catarina South 29 HA,42-127-38276,,L3,2/29/20,6:17,2/29/20,6:32,Between Stages,Operating,Well Swap,,15,
Briscoe Catarina South 29 HA,42-127-38276,32,L3,2/29/20,6:32,2/29/20,8:37,,Operating,Pumping,"FP5 V&S; FP21 suction manifold leak; FP23 transducer issue; All prop placed, good stage",125,
Briscoe Catarina South 29 HB,42-127-38277,,L3,2/29/20,8:37,2/29/20,10:37,Between Stages,Operating,Maintenance-Scheduled ,FP25 V&S; FP24 V&S and D-ring hole 3; FP12 V&S; FP3 V&S;,120,
Briscoe Catarina South 29 HB,42-127-38277,,L3,2/29/20,10:37,2/29/20,10:50,Between Stages,NPT_Operations,Pump Maintenance,FP5 V&S; FP23 e-tech replaced transducer,13,
Briscoe Catarina South 29 HB,42-127-38277,,L3,2/29/20,10:50,2/29/20,11:20,Between Stages,Operating,Prime and Test,,30,
Briscoe Catarina South 29 HB,42-127-38277,32,L3,2/29/20,11:20,2/29/20,13:22,,Operating,Pumping,"FP74 V&S; All prop placed, good stage",122,
Briscoe Catarina South 29 HC,42-127-38278,,L3,2/29/20,13:22,2/29/20,13:38,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HC,42-127-38278,32,L3,2/29/20,13:38,2/29/20,15:49,,Operating,Pumping,rocks in sand accumulated on hopper screen preventing screws from achieving target density; stage took longer to place all prop. ,131,
Briscoe Catarina South 29 HA,42-127-38276,,L3,2/29/20,15:49,2/29/20,16:19,Between Stages,Operating,Well Swap,,30,
Briscoe Catarina South 29 HA,42-127-38276,,L3,2/29/20,16:19,2/29/20,16:23,Between Stages,NPT_Customer,Other,clearing rocks from hopper screen & blender screws,4,
Briscoe Catarina South 29 HA,42-127-38276,33,L3,2/29/20,16:23,2/29/20,18:00,,Operating,Pumping,,97,
Briscoe Catarina South 29 HA,42-127-38276,33,L2,2/29/20,18:00,2/29/20,18:30,,Operating,Pumping,rocks in sand accumulated on hopper screen preventing screws from achieving target density. All prop placed,30,
Briscoe Catarina South 29 HB,42-127-38277,,L2,2/29/20,18:30,2/29/20,18:47,Between Stages,Operating,Well Swap,,17,
Briscoe Catarina South 29 HB,42-127-38277,33,L2,2/29/20,18:47,2/29/20,20:48,,Operating,Pumping,"FP47 v/s, FP20 v/s.",121,
Briscoe Catarina South 29 HC,42-127-38278,,L2,2/29/20,20:48,2/29/20,21:04,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HC,42-127-38278,33,L2,2/29/20,21:04,2/29/20,23:11,,Operating,Pumping,rocks in sand accumulated on hopper screen preventing screws from achieving target density; stage took longer to place all prop. ,127,
Briscoe Catarina South 29 HA,42-127-38276,,L2,2/29/20,23:11,2/29/20,23:27,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HA,42-127-38276,34,L2,2/29/20,23:27,3/1/20,1:36,,Operating,Pumping,"FP12 V/S, F24 v/s; not able to reach target density. Hopper screen clogged up during stage not allowing sand to flow evenly to all 3 screws. Boards that they put inside hopper also restricted sand flow. Left half a load in silo",129,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/1/20,1:36,3/1/20,3:32,Between Stages,Operating,Maintenance-Scheduled ,"Restarted DV PC's/ Backside equipment. Swapped FP20 for FP59, FP47 for FP3, FP12 for FP5, FP24 for FP21. Spotted checked FP74. Switched blenders",116,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/1/20,3:32,3/1/20,3:52,Between Stages,Operating,Prime and Test,,20,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/1/20,3:52,3/1/20,4:03,Between Stages,Operating,Wireline,Wireline Pressure testing/ stabbing on well,11,
Briscoe Catarina South 29 HB,42-127-38277,34,L2,3/1/20,4:03,3/1/20,6:00,,Operating,Pumping,"FP60 v/s, FP22 v/s,",117,
Briscoe Catarina South 29 HB,42-127-38277,34,L3,3/1/20,6:00,3/1/20,6:05,,Operating,Pumping,"shift change; All prop placed, good stage",5,
Briscoe Catarina South 29 HC,42-127-38278,,L3,3/1/20,6:05,3/1/20,6:21,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HC,42-127-38278,34,L3,3/1/20,6:21,3/1/20,8:23,,Operating,Pumping,"All prop placed, good stage",122,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/1/20,8:23,3/1/20,8:39,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HA,42-127-38276,35,L3,3/1/20,8:39,3/1/20,8:51,,Operating,Pumping,SD during pad due to a chiksan leak.,12,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/1/20,8:51,3/1/20,9:13,During Stage,NPT_Operations,Iron,Crew replaced chiksan.,22,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/1/20,9:13,3/1/20,9:43,During Stage,NPT_Operations,Prime and Test,,30,
Briscoe Catarina South 29 HA,42-127-38276,35,L3,3/1/20,9:43,3/1/20,11:33,,Operating,Pumping,FP40 V&S; FP74 V&S; All prop placed.,110,
Briscoe Catarina South 29 HB,42-127-38277,,L3,3/1/20,11:33,3/1/20,11:48,Between Stages,Operating,Well Swap,,15,
Briscoe Catarina South 29 HB,42-127-38277,35,L3,3/1/20,11:48,3/1/20,13:33,,Operating,Pumping,FP37 V&S; SD due to BL6 discharge manifold pinhole leak.,105,
Briscoe Catarina South 29 HB,42-127-38277,,L3,3/1/20,13:33,3/1/20,14:00,During Stage,NPT_Operations,Blender,swapped to BL4,27,
Briscoe Catarina South 29 HB,42-127-38277,35,L3,3/1/20,14:00,3/1/20,14:31,,Operating,Pumping,All prop placed,31,
Briscoe Catarina South 29 HC,42-127-38278,,L3,3/1/20,14:31,3/1/20,15:01,Between Stages,Operating,Well Swap,,30,
Briscoe Catarina South 29 HC,42-127-38278,,L3,3/1/20,15:01,3/1/20,15:10,Between Stages,NPT_Operations,Pump Maintenance,"swapped FP60 with FP22, FP6 with FP47",9,
Briscoe Catarina South 29 HC,42-127-38278,,L3,3/1/20,15:10,3/1/20,15:19,Between Stages,Operating,Prime and Test,,9,
Briscoe Catarina South 29 HC,42-127-38278,35,L3,3/1/20,15:19,3/1/20,17:18,,Operating,Pumping,"All prop placed, good stage",119,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/1/20,17:18,3/1/20,18:00,Between Stages,Operating,Maintenance-Scheduled ,,42,
Briscoe Catarina South 29 HA,42-127-38276,,L2,3/1/20,18:00,3/1/20,18:12,Between Stages,Operating,Maintenance-Scheduled ,"Swapped FP9 for FP12,  tied in FP20,FP24,FP3,FP74. ",12,
Briscoe Catarina South 29 HA,42-127-38276,,L2,3/1/20,18:12,3/1/20,18:28,Between Stages,Operating,Prime and Test,,16,
Briscoe Catarina South 29 HA,42-127-38276,36,L2,3/1/20,18:28,3/1/20,20:26,,Operating,Pumping,"FP79 packing hole 4, All prop placed",118,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/1/20,20:26,3/1/20,20:43,Between Stages,Operating,Well Swap,,17,
Briscoe Catarina South 29 HB,42-127-38277,36,L2,3/1/20,20:43,3/1/20,22:37,,Operating,Pumping,"FP12 spot check, All prop placed",114,
Briscoe Catarina South 29 HC,42-127-38278,,L2,3/1/20,22:37,3/1/20,22:53,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HC,42-127-38278,36,L2,3/1/20,22:53,3/2/20,0:48,,Operating,Pumping,"No problems, good stage.",115,
Briscoe Catarina South 29 HA,42-127-38276,,L2,3/2/20,0:48,3/2/20,1:11,Between Stages,Operating,Well Swap,,23,
Briscoe Catarina South 29 HA,42-127-38276,37,L2,3/2/20,1:11,3/2/20,3:10,,Operating,Pumping,"No problems, good stage.",119,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/2/20,3:10,3/2/20,3:28,Between Stages,Operating,Well Swap,,18,
Briscoe Catarina South 29 HB,42-127-38277,37,L2,3/2/20,3:28,3/2/20,5:31,,Operating,Pumping,"FP21 v/s.  Not able to reach desired density, screen clogged up and blender were spotted to far from furthes sand shoot.",123,
Briscoe Catarina South 29 HC,42-127-38278,,L2,3/2/20,5:31,3/2/20,5:46,Between Stages,Operating,Well Swap,,15,
Briscoe Catarina South 29 HC,42-127-38278,37,L2,3/2/20,5:46,3/2/20,6:00,,Operating,Pumping,,14,
Briscoe Catarina South 29 HC,42-127-38278,37,L3,3/2/20,6:00,3/2/20,7:44,,Operating,Pumping,"shift change; All prop placed, good stage",104,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/2/20,7:44,3/2/20,9:05,Between Stages,Operating,Maintenance-Scheduled ,Restarted DV PC's/ Backside equipment. FP79 packing hole 4; FP12 V&S; FP21 V&S,81,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/2/20,9:05,3/2/20,9:20,Between Stages,Operating,Prime and Test,,15,
Briscoe Catarina South 29 HA,42-127-38276,38,L3,3/2/20,9:20,3/2/20,11:15,,Operating,Pumping,"All prop placed, good stage",115,
Briscoe Catarina South 29 HB,42-127-38277,,L3,3/2/20,11:15,3/2/20,11:31,Between Stages,Operating,Well Swap,,16,
Briscoe Catarina South 29 HB,42-127-38277,38,L3,3/2/20,11:31,3/2/20,13:30,,Operating,Pumping,"All prop placed, good stage",119,
Briscoe Catarina South 29 HC,42-127-38278,,L3,3/2/20,13:30,3/2/20,13:43,Between Stages,Operating,Well Swap,,13,
Briscoe Catarina South 29 HC,42-127-38278,38,L3,3/2/20,13:43,3/2/20,15:42,,Operating,Pumping,"All prop placed, good stage",119,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/2/20,15:42,3/2/20,15:57,Between Stages,Operating,Well Swap,,15,
Briscoe Catarina South 29 HA,42-127-38276,39,L3,3/2/20,15:57,3/2/20,16:21,,Operating,Pumping,FP47 V&S; had to SD to isolate FP47 due to a bad hose;,24,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/2/20,16:21,3/2/20,16:26,During Stage,NPT_Operations,Hoses,isolated pump,5,
Briscoe Catarina South 29 HA,42-127-38276,,L3,3/2/20,16:26,3/2/20,16:46,During Stage,Operating,Prime and Test,,20,
Briscoe Catarina South 29 HA,42-127-38276,39,L3,3/2/20,16:46,3/2/20,18:00,,Operating,Pumping,resumed stage; ,74,
Briscoe Catarina South 29 HA,42-127-38276,39,L2,3/2/20,18:00,3/2/20,18:25,,Operating,Pumping,All prop placed,25,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/2/20,18:25,3/2/20,18:42,Between Stages,Operating,Well Swap,,17,
Briscoe Catarina South 29 HB,42-127-38277,39,L2,3/2/20,18:42,3/2/20,20:34,,Operating,Pumping,"FP31 v/s, all prop placed",112,
Briscoe Catarina South 29 HC,42-127-38278,,L2,3/2/20,20:34,3/2/20,20:49,Between Stages,Operating,Well Swap,,15,
Briscoe Catarina South 29 HC,42-127-38278,39,L2,3/2/20,20:49,3/2/20,22:43,,Operating,Pumping,"No problems, good stage.",114,
Briscoe Catarina South 29 HA,42-127-38276,,L2,3/2/20,22:43,3/2/20,22:54,Between Stages,Operating,Well Swap,,11,
Briscoe Catarina South 29 HA,42-127-38276,40,L2,3/2/20,22:54,3/3/20,0:52,,Operating,Pumping,"FP28 kicked out during stage, FP21 pin hole in suction manifold. All prop placed, good stage",118,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/3/20,0:52,3/3/20,1:04,Between Stages,Operating,Well Swap,,12,
Briscoe Catarina South 29 HB,42-127-38277,40,L2,3/3/20,1:04,3/3/20,3:05,,Operating,Pumping,"No problems, good stage.",121,
Briscoe Catarina South 29 HB,42-127-38277,,L2,3/3/20,3:05,3/3/20,6:00,Rig-Down,Operating,Rig-Down,Rig down operations have began,175,
Briscoe Catarina West 33 HW,42-127-37984,,L2,12/31/19,6:00,12/31/19,18:00,Rig-Up,Operating,Rig-Up,Finishing running iron for pump down. Restraints were tied to iron.,720,
Briscoe Catarina West 33 HW,42-127-37984,,L3,12/31/19,18:00,12/31/19,20:45,Rig-Up,Operating,Rig-Up,,165,
Briscoe Catarina West 33 HW,42-127-37984,,L3,12/31/19,20:45,12/31/19,23:15,Toe Prep,Operating,Toe Prep,,150,
Briscoe Catarina West 33 HW,42-127-37984,,L3,12/31/19,23:15,1/1/20,2:00,Toe Prep,Operating,Other,"Wireline having issues, we will do the toe prep on the next well while they get ready",165,
Briscoe Catarina West 33 HV,42-127-37983,,L3,1/1/20,2:00,1/1/20,4:30,Toe Prep,Operating,Toe Prep,,150,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/1/20,4:30,1/1/20,6:00,Toe Prep,Operating,Perforating Run,Perforate and logging the HW,90,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/1/20,6:00,1/1/20,7:22,Toe Prep,Operating,Perforating Run,Shift change; Perforate and logging the HW,82,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/1/20,7:22,1/1/20,9:38,Toe Prep,Operating,Toe Prep,,136,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/1/20,9:38,1/1/20,12:33,Toe Prep,Operating,Perforating Run,Perforate and logging the HV,175,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/1/20,12:33,1/1/20,15:16,Toe Prep,Operating,Perforating Run,Perforate and logging the HU,163,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/1/20,15:16,1/1/20,18:00,Rig-Up,Operating,Rig-Up,17 pumps are in line and rigged up to the missiles. Hoses have been added between the missiles. Currently running iron from the missile to the zipper. Rigging up LAS.,164,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/1/20,18:00,1/2/20,2:10,Rig-Up,Operating,Rig-Up,"rig up completed, bucket tested, ran transducer cables",490,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/2/20,2:10,1/2/20,6:00,Pre-Job,Operating,Prime and Test,"firing up equipment, PUPT, fixing leaks",230,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/2/20,6:00,1/2/20,6:01,Pre-Job,Operating,Prime and Test,,1,
Briscoe Catarina West 33 HW,42-127-37984,1,L1,1/2/20,6:01,1/2/20,8:12,,Operating,Pumping,"Screw 1 starting going out on the blender towards the end of the stage so we shut that screw off for the rest of the stage; all proppant placed, good stage.",131,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/2/20,8:12,1/2/20,8:40,Between Stages,Operating,Well Swap,Swapping from BL1 to BL7 so mechanic can fix screw on BL1,28,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/2/20,8:40,1/2/20,8:52,Between Stages,NPT_Operations,Blender,"Valves on BL1 aren't holding so the tub is overfilling, going to knock off the hoses before we start to pumps.",12,
Briscoe Catarina West 33 HV,42-127-37983,1,L1,1/2/20,8:52,1/2/20,11:03,,Operating,Pumping,"No problems, good stage.",131,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/2/20,11:03,1/2/20,11:20,Between Stages,Operating,Well Swap,,17,
Briscoe Catarina West 33 HU,42-127-37982,1,L1,1/2/20,11:20,1/2/20,13:28,,Operating,Pumping,"FP9 packing hole 1; FP22 V/S; FP5 packing hole 2; all proppant placed, good stage.",128,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/2/20,13:28,1/2/20,13:46,Between Stages,Operating,Well Swap,,18,
Briscoe Catarina West 33 HW,42-127-37984,2,L1,1/2/20,13:46,1/2/20,15:55,,Operating,Pumping,"Got out of FP47 because it wouldn't go into lockup; All proppant placed, good stage.",129,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/2/20,15:55,1/2/20,16:13,Between Stages,Operating,Well Swap,Replacing fuel filter on FP47,18,
Briscoe Catarina West 33 HV,42-127-37983,2,L1,1/2/20,16:13,1/2/20,17:27,,Operating,Pumping,"Got out of FP27 wouldn't go into lockup, has an improper shutdown code; Safeco popoff started leaking during the stage",74,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/2/20,17:27,1/2/20,17:36,During Stage,NPT_Operations,Pop Off_SafeCo,Closing in Safeco popoff,9,
Briscoe Catarina West 33 HV,42-127-37983,2,L1,1/2/20,17:36,1/2/20,18:00,,Operating,Pumping,resumed stage,24,
Briscoe Catarina West 33 HV,42-127-37983,2,L3,1/2/20,18:00,1/2/20,18:47,,Operating,Pumping,Shift change; all proppant placed,47,
Briscoe Catarina West 33 HU,42-127-37982,,L3,1/2/20,18:47,1/2/20,19:02,Between Stages,Operating,Well Swap,,15,
Briscoe Catarina West 33 HU,42-127-37982,2,L3,1/2/20,19:02,1/2/20,21:08,,Operating,Pumping,"all proppant placed, good stage",126,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/2/20,21:08,1/2/20,22:40,Between Stages,Operating,Maintenance-Scheduled ,restarted datavan & backside PC's; FP5 packing hole 2; FP9 packing hole 1; FP22 V&S; cleaned FR lines,92,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/2/20,22:40,1/2/20,23:03,Between Stages,Operating,Prime and Test,,23,
Briscoe Catarina West 33 HW,42-127-37984,3,L3,1/2/20,23:03,1/3/20,1:10,,Operating,Pumping,"all proppant placed, good stage",127,
Briscoe Catarina West 33 HV,42-127-37983,,L3,1/3/20,1:10,1/3/20,1:40,Between Stages,Operating,Well Swap,,30,
Briscoe Catarina West 33 HV,42-127-37983,3,L3,1/3/20,1:40,1/3/20,3:58,,Operating,Pumping,"all proppant placed, good stage",138,
Briscoe Catarina West 33 HU,42-127-37982,,L3,1/3/20,3:58,1/3/20,4:20,Between Stages,Operating,Well Swap,,22,
Briscoe Catarina West 33 HU,42-127-37982,3,L3,1/3/20,4:20,1/3/20,6:00,,Operating,Pumping,,100,
Briscoe Catarina West 33 HU,42-127-37982,3,L1,1/3/20,6:00,1/3/20,6:33,,Operating,Pumping,"Shift change; no problems, good stage.",33,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/3/20,6:33,1/3/20,6:51,Between Stages,Operating,Well Swap,,18,
Briscoe Catarina West 33 HW,42-127-37984,4,L1,1/3/20,6:51,1/3/20,9:04,,Operating,Pumping,"No problems, good stage.",133,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/3/20,9:04,1/3/20,9:34,Between Stages,Operating,Well Swap,,30,
Briscoe Catarina West 33 HV,42-127-37983,4,L1,1/3/20,9:34,1/3/20,11:45,,Operating,Pumping,FP55 keeps losing connection so we stared out of it before sand started; FP15 packing hole 4; good stage. ,131,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/3/20,11:45,1/3/20,13:28,Between Stages,Operating,Maintenance-Scheduled ,DV PCs restarted; Swapping FP29 with FP20; Etech working on FP55; FP15 packing hole 4; Mechanic fixing bearing on BL1; Changed out Safco popoff.,103,
Briscoe Catarina West 33 HU,42-127-37982,4,L1,1/3/20,13:28,1/3/20,15:30,,Operating,Pumping,"No problems, good stage.",122,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/3/20,15:30,1/3/20,15:48,Between Stages,Operating,Well Swap,,18,
Briscoe Catarina West 33 HW,42-127-37984,5,L1,1/3/20,15:48,1/3/20,17:58,,Operating,Pumping,"all proppant placed, good stage",130,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/3/20,17:58,1/3/20,18:00,Between Stages,Operating,Well Swap,,2,
Briscoe Catarina West 33 HV,42-127-37983,,L3,1/3/20,18:00,1/3/20,18:20,Between Stages,Operating,Well Swap,shift change;,20,
Briscoe Catarina West 33 HV,42-127-37983,5,L3,1/3/20,18:20,1/3/20,20:31,,Operating,Pumping,"all proppant placed, good stage",131,
Briscoe Catarina West 33 HU,42-127-37982,,L3,1/3/20,20:31,1/3/20,20:52,Between Stages,Operating,Well Swap,,21,
Briscoe Catarina West 33 HU,42-127-37982,5,L3,1/3/20,20:52,1/3/20,23:02,,Operating,Pumping,"FP23 V&S; FP60 V&S; FP15 V&S / all proppant placed, good stage",130,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/3/20,23:02,1/3/20,23:22,Between Stages,Operating,Well Swap,,20,
Briscoe Catarina West 33 HW,42-127-37984,6,L3,1/3/20,23:22,1/4/20,1:33,,Operating,Pumping,"all proppant placed, good stage",131,
Briscoe Catarina West 33 HV,42-127-37983,,L3,1/4/20,1:33,1/4/20,1:54,Between Stages,Operating,Well Swap,,21,
Briscoe Catarina West 33 HV,42-127-37983,6,L3,1/4/20,1:54,1/4/20,4:03,,Operating,Pumping,"all proppant placed, good stage",129,
Briscoe Catarina West 33 HU,42-127-37982,,L3,1/4/20,4:03,1/4/20,6:00,Between Stages,Operating,Maintenance-Scheduled ,DV PCs restarted; FP23 V&S; FP60 V&S; FP15 V&S; ,117,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/4/20,6:00,1/4/20,6:03,Between Stages,Operating,Maintenance-Scheduled ,Shift change;,3,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/4/20,6:03,1/4/20,6:14,Between Stages,Operating,Prime and Test,,11,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/4/20,6:14,1/4/20,6:36,Between Stages,NPT_Customer,Other,Wireline is close to surface so we're waiting for them to get to surface get off the HW and moving over to the HV so they can be a stage ahead.,22,
Briscoe Catarina West 33 HU,42-127-37982,6,L1,1/4/20,6:36,1/4/20,8:39,,Operating,Pumping,"No problems, good stage.",123,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/4/20,8:39,1/4/20,8:56,Between Stages,Operating,Well Swap,,17,
Briscoe Catarina West 33 HW,42-127-37984,7,L1,1/4/20,8:56,1/4/20,10:59,,Operating,Pumping,Got out of FP23 for bad hose; good stage.,123,
Briscoe Catarina West 33 HV,42-127-37983,,L1,1/4/20,10:59,1/4/20,11:17,Between Stages,Operating,Well Swap,,18,
Briscoe Catarina West 33 HV,42-127-37983,7,L1,1/4/20,11:17,1/4/20,13:20,,Operating,Pumping,"No problems, good stage.",123,
Briscoe Catarina West 33 HU,42-127-37982,,L1,1/4/20,13:20,1/4/20,13:39,Between Stages,Operating,Well Swap,,19,
Briscoe Catarina West 33 HU,42-127-37982,7,L1,1/4/20,13:39,1/4/20,15:47,,Operating,Pumping,"Got out of FP12 for bad packing on hole 1; FP22 v/s; FP55 v/s, FP27 packing holes 1, 3, 5; FP24 v/s",128,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/4/20,15:47,1/4/20,17:47,Between Stages,Operating,Maintenance-Scheduled ,"DV PCs restarted, Swapping out FP55, FP24, and FP23; FP22 v/s; ",120,
Briscoe Catarina West 33 HW,42-127-37984,,L1,1/4/20,17:47,1/4/20,18:00,Between Stages,NPT_Operations,Pump Maintenance,"FP27 packing hole 1, 3, 5",13,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/4/20,18:00,1/4/20,18:35,Between Stages,NPT_Operations,Pump Maintenance,shift change; finishing up FP27,35,
Briscoe Catarina West 33 HW,42-127-37984,,L3,1/4/20,18:35,1/4/20,19:05,Between Stages,Operating,Prime and Test,,30,
